From,To,Type,Amount,Payment Method,Card Number,Expiry Date,CVV,Account Number,IFSC Code,Contact Number,Date,is_suspicious,suspicion_reasons,timestamp
user59,user81,contact,8633,Contact Payment,1234567890123456,-,-,-,SBIN1234567,9152251477,"02/20/2025, 01:24:16 PM",False,[],2025-02-20 13:24:16.662448
user86,user48,contact,18310,NEFT Transfer,1234567890123456,-,-,-,-,9152251477,"02/19/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-19 13:24:16.662448
user41,user21,card,16644,Contact Payment,-,-,111,-,SBIN1234567,1234567890,"02/27/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-27 13:24:16.662448
user36,user42,card,7267,Card Payment,-,-,111,-,-,9152251477,"03/10/2025, 01:24:16 PM",False,[],2025-03-10 13:24:16.662448
user67,user59,contact,4116,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,9152251477,"02/21/2025, 01:24:16 PM",False,[],2025-02-21 13:24:16.662448
user3,user35,card,1206,Card Payment,-,02/29,111,-,-,+14155552671,"03/14/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-14 13:24:16.662448
user47,user15,card,15102,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,1234567890,"02/22/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-22 13:24:16.662448
user80,user84,contact,15969,Card Payment,-,02/29,-,-,SBIN1234567,1234567890,"02/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-14 13:24:16.662448
user5,user21,contact,9667,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"02/27/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-27 13:24:16.662448
user95,user22,card,16881,NEFT Transfer,1234567890123456,02/29,-,-,-,1234567890,"02/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-15 13:24:16.662448
user47,user57,card,12792,Contact Payment,-,02/29,111,9876543210,SBIN1234567,1234567890,"02/24/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-24 13:24:16.662448
user12,user52,neft,7400,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,9152251477,"02/27/2025, 01:24:16 PM",False,[],2025-02-27 13:24:16.662448
user25,user40,neft,38750,NEFT Transfer,1234567890123456,-,-,9876543210,-,+14155552671,"02/18/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-18 13:24:16.663446
user84,user73,card,18021,Card Payment,-,-,-,9876543210,SBIN1234567,+14155552671,"02/19/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-19 13:24:16.663446
user29,user63,contact,18965,NEFT Transfer,1234567890123456,02/29,-,-,SBIN1234567,+441632960961,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.663446
user49,user44,card,11333,NEFT Transfer,1234567890123456,02/29,111,9876543210,SBIN1234567,9152251477,"03/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-14 13:24:16.663446
user44,user1,neft,14994,Card Payment,-,-,111,9876543210,SBIN1234567,1234567890,"02/24/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-24 13:24:16.663446
user99,user65,neft,1268,Card Payment,-,-,111,9876543210,-,1234567890,"02/17/2025, 01:24:16 PM",False,[],2025-02-17 13:24:16.663446
user75,user90,contact,19313,Contact Payment,-,-,111,-,SBIN1234567,1234567890,"02/28/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-28 13:24:16.663446
user18,user84,card,5441,Card Payment,-,02/29,111,-,-,+14155552671,"02/22/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-22 13:24:16.663446
user92,user100,neft,6376,Card Payment,-,-,111,9876543210,SBIN1234567,1234567890,"03/10/2025, 01:24:16 PM",False,[],2025-03-10 13:24:16.663446
user89,user64,contact,2630,Card Payment,1234567890123456,-,111,9876543210,-,9152251477,"02/25/2025, 01:24:16 PM",False,[],2025-02-25 13:24:16.663446
user59,user13,card,4073,Contact Payment,-,02/29,111,-,SBIN1234567,+441632960961,"02/15/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-15 13:24:16.663446
user32,user81,card,6295,Contact Payment,1234567890123456,02/29,-,9876543210,-,9152251477,"03/10/2025, 01:24:16 PM",False,[],2025-03-10 13:24:16.663446
user50,user56,card,18759,Card Payment,1234567890123456,-,111,-,SBIN1234567,1234567890,"02/28/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-28 13:24:16.663446
user84,user18,neft,11894,NEFT Transfer,-,02/29,111,-,SBIN1234567,9152251477,"02/17/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-17 13:24:16.663446
user78,user79,neft,2111,Card Payment,1234567890123456,02/29,-,9876543210,-,+14155552671,"03/01/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-01 13:24:16.663446
user60,user40,contact,15555,Card Payment,1234567890123456,-,111,9876543210,SBIN1234567,+441632960961,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.663446
user42,user65,neft,1865,Contact Payment,-,-,-,9876543210,SBIN1234567,1234567890,"03/11/2025, 01:24:16 PM",False,[],2025-03-11 13:24:16.663446
user79,user20,contact,16826,Contact Payment,1234567890123456,-,111,9876543210,-,9152251477,"03/08/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-08 13:24:16.663446
user44,user26,card,17859,NEFT Transfer,1234567890123456,-,111,9876543210,-,1234567890,"02/20/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-20 13:24:16.663446
user74,user60,card,15680,NEFT Transfer,1234567890123456,-,-,-,-,1234567890,"02/22/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-22 13:24:16.663446
user77,user87,contact,19617,NEFT Transfer,1234567890123456,02/29,-,9876543210,-,+14155552671,"03/06/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-06 13:24:16.663446
user71,user66,neft,10271,Card Payment,-,02/29,111,9876543210,-,+441632960961,"03/15/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-15 13:24:16.663446
user73,user44,card,4618,NEFT Transfer,-,02/29,111,9876543210,SBIN1234567,9152251477,"02/21/2025, 01:24:16 PM",False,[],2025-02-21 13:24:16.663446
user18,user71,neft,9404,NEFT Transfer,1234567890123456,02/29,111,9876543210,SBIN1234567,+14155552671,"02/19/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-19 13:24:16.663446
user95,user87,contact,5208,Card Payment,-,-,111,9876543210,SBIN1234567,+14155552671,"02/15/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-15 13:24:16.663446
user49,user28,contact,17156,NEFT Transfer,-,02/29,111,9876543210,SBIN1234567,9152251477,"02/26/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-26 13:24:16.663446
user77,user87,card,5587,Contact Payment,-,02/29,-,-,SBIN1234567,1234567890,"03/10/2025, 01:24:16 PM",False,[],2025-03-10 13:24:16.663446
user4,user56,neft,12413,Card Payment,-,02/29,-,-,-,9152251477,"03/07/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-07 13:24:16.663446
user12,user7,card,16822,Card Payment,-,02/29,-,9876543210,SBIN1234567,1234567890,"03/07/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-07 13:24:16.663446
user36,user19,neft,12282,Card Payment,-,-,111,9876543210,-,1234567890,"02/18/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-18 13:24:16.663446
user39,user89,neft,8818,Card Payment,-,-,-,9876543210,SBIN1234567,+14155552671,"02/20/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-20 13:24:16.663446
user95,user91,contact,8637,NEFT Transfer,-,-,111,-,SBIN1234567,+14155552671,"03/15/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-15 13:24:16.663446
user99,user7,neft,11663,Contact Payment,-,-,-,-,SBIN1234567,+441632960961,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.663446
user17,user48,contact,5897,Contact Payment,-,-,-,9876543210,SBIN1234567,+441632960961,"03/01/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-01 13:24:16.663446
user49,user27,card,17033,NEFT Transfer,-,-,-,9876543210,SBIN1234567,+14155552671,"02/15/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-15 13:24:16.663446
user97,user39,neft,7580,Contact Payment,1234567890123456,02/29,-,-,-,+441632960961,"03/11/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-11 13:24:16.663446
user84,user64,neft,10238,Card Payment,-,-,111,9876543210,SBIN1234567,+441632960961,"03/11/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-11 13:24:16.663446
user33,user24,neft,6523,NEFT Transfer,1234567890123456,02/29,-,-,-,+441632960961,"02/25/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-25 13:24:16.663446
user52,user56,contact,14882,Card Payment,-,-,111,9876543210,-,1234567890,"02/25/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-25 13:24:16.664446
user4,user13,neft,3486,NEFT Transfer,-,-,-,-,-,9152251477,"03/07/2025, 01:24:16 PM",False,[],2025-03-07 13:24:16.664446
user60,user22,neft,26618,Card Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,+14155552671,"03/04/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-04 13:24:16.664446
user13,user21,contact,7955,Contact Payment,-,-,-,-,-,1234567890,"03/01/2025, 01:24:16 PM",False,[],2025-03-01 13:24:16.664446
user73,user59,neft,11172,Contact Payment,-,02/29,111,-,-,9152251477,"03/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-15 13:24:16.664446
user52,user60,contact,8690,NEFT Transfer,-,02/29,111,-,-,+14155552671,"03/12/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-12 13:24:16.664446
user1,user30,neft,16947,NEFT Transfer,-,-,-,9876543210,SBIN1234567,9152251477,"03/05/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-05 13:24:16.664446
user64,user19,contact,1799,Card Payment,1234567890123456,02/29,111,-,-,1234567890,"03/11/2025, 01:24:16 PM",False,[],2025-03-11 13:24:16.664446
user23,user84,card,10475,NEFT Transfer,-,-,-,9876543210,SBIN1234567,1234567890,"03/09/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-09 13:24:16.664446
user93,user18,contact,1123,Contact Payment,-,-,111,9876543210,-,+441632960961,"02/19/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-19 13:24:16.664446
user18,user41,card,10311,Contact Payment,-,-,111,-,SBIN1234567,+441632960961,"02/25/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-25 13:24:16.664446
user93,user28,neft,9138,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,1234567890,"02/21/2025, 01:24:16 PM",False,[],2025-02-21 13:24:16.664446
user25,user55,contact,5598,NEFT Transfer,-,-,-,9876543210,-,1234567890,"02/23/2025, 01:24:16 PM",False,[],2025-02-23 13:24:16.664446
user33,user51,contact,8994,Card Payment,-,02/29,-,9876543210,-,9152251477,"02/28/2025, 01:24:16 PM",False,[],2025-02-28 13:24:16.664446
user31,user28,contact,4386,Contact Payment,-,02/29,-,9876543210,SBIN1234567,1234567890,"03/14/2025, 01:24:16 PM",False,[],2025-03-14 13:24:16.664446
user62,user97,card,19686,NEFT Transfer,1234567890123456,-,111,9876543210,-,+441632960961,"02/23/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-23 13:24:16.664446
user42,user60,neft,11586,Contact Payment,-,-,111,-,-,1234567890,"03/01/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-01 13:24:16.664446
user99,user35,neft,19005,NEFT Transfer,-,-,-,-,SBIN1234567,9152251477,"02/24/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-24 13:24:16.664446
user82,user90,neft,10155,Card Payment,-,02/29,-,9876543210,-,+14155552671,"02/22/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-22 13:24:16.664446
user60,user33,contact,13872,NEFT Transfer,-,-,111,9876543210,SBIN1234567,9152251477,"03/05/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-05 13:24:16.664446
user90,user38,neft,2438,NEFT Transfer,-,02/29,111,9876543210,-,+14155552671,"02/22/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-22 13:24:16.664446
user53,user35,neft,15816,Card Payment,1234567890123456,02/29,111,9876543210,-,9152251477,"03/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-16 13:24:16.664446
user34,user42,neft,14984,Card Payment,1234567890123456,02/29,111,9876543210,-,9152251477,"02/27/2025, 01:24:16 PM",True,['High transaction amount'],2025-02-27 13:24:16.664446
user65,user40,card,18442,Contact Payment,1234567890123456,-,-,9876543210,-,+14155552671,"03/04/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-04 13:24:16.664446
user6,user96,contact,12560,Card Payment,-,02/29,-,9876543210,SBIN1234567,+14155552671,"02/24/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-24 13:24:16.664446
user68,user49,card,14403,NEFT Transfer,-,-,111,9876543210,-,1234567890,"02/26/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-26 13:24:16.664446
user77,user98,card,7088,Contact Payment,1234567890123456,-,111,-,SBIN1234567,1234567890,"03/04/2025, 01:24:16 PM",False,[],2025-03-04 13:24:16.664446
user95,user70,neft,2982,Card Payment,-,-,111,9876543210,-,9152251477,"02/28/2025, 01:24:16 PM",False,[],2025-02-28 13:24:16.664446
user21,user83,contact,1752,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,9152251477,"03/04/2025, 01:24:16 PM",False,[],2025-03-04 13:24:16.664446
user53,user38,contact,1045,NEFT Transfer,-,-,111,-,SBIN1234567,1234567890,"03/06/2025, 01:24:16 PM",False,[],2025-03-06 13:24:16.664446
user52,user83,card,15729,Contact Payment,-,-,111,-,-,1234567890,"02/23/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-23 13:24:16.664446
user18,user54,contact,4355,NEFT Transfer,-,-,-,-,-,1234567890,"03/03/2025, 01:24:16 PM",False,[],2025-03-03 13:24:16.664446
user41,user84,contact,17999,Contact Payment,1234567890123456,02/29,-,-,-,9152251477,"02/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-14 13:24:16.664446
user40,user34,card,7555,Contact Payment,-,-,-,9876543210,-,1234567890,"02/17/2025, 01:24:16 PM",False,[],2025-02-17 13:24:16.664446
user54,user28,contact,10808,Card Payment,-,02/29,-,9876543210,-,+14155552671,"02/16/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-16 13:24:16.664446
user38,user40,contact,10609,Card Payment,1234567890123456,02/29,111,9876543210,-,+441632960961,"03/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-14 13:24:16.664446
user2,user23,card,9518,NEFT Transfer,1234567890123456,02/29,-,9876543210,-,9152251477,"03/08/2025, 01:24:16 PM",False,[],2025-03-08 13:24:16.665446
user93,user71,card,4242,NEFT Transfer,-,02/29,-,-,-,9152251477,"02/15/2025, 01:24:16 PM",False,[],2025-02-15 13:24:16.665446
user12,user79,contact,4075,Contact Payment,-,02/29,111,-,SBIN1234567,+441632960961,"02/19/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-19 13:24:16.665446
user99,user5,contact,11222,Contact Payment,1234567890123456,02/29,111,-,SBIN1234567,9152251477,"02/27/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-27 13:24:16.665446
user50,user49,contact,15342,Card Payment,-,02/29,-,-,-,9152251477,"02/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-14 13:24:16.665446
user99,user87,card,8413,NEFT Transfer,-,02/29,111,-,-,+441632960961,"03/16/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-16 13:24:16.665446
user86,user61,neft,49508,Contact Payment,-,-,111,9876543210,SBIN1234567,1234567890,"03/07/2025, 01:24:16 PM",True,['High transaction amount'],2025-03-07 13:24:16.665446
user7,user66,neft,15796,Card Payment,-,-,111,-,-,+441632960961,"03/09/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-09 13:24:16.665446
user53,user26,contact,4696,NEFT Transfer,1234567890123456,02/29,-,9876543210,SBIN1234567,1234567890,"03/01/2025, 01:24:16 PM",False,[],2025-03-01 13:24:16.665446
user62,user64,neft,9628,Contact Payment,-,-,-,9876543210,SBIN1234567,+441632960961,"02/22/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-22 13:24:16.665446
user73,user33,card,17480,Card Payment,1234567890123456,02/29,111,9876543210,-,9152251477,"03/02/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-02 13:24:16.665446
user23,user36,contact,1358,NEFT Transfer,1234567890123456,-,111,-,SBIN1234567,1234567890,"03/03/2025, 01:24:16 PM",False,[],2025-03-03 13:24:16.665446
user9,user59,neft,10834,Contact Payment,1234567890123456,-,111,9876543210,SBIN1234567,9152251477,"03/05/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-05 13:24:16.665446
user68,user36,neft,7479,Contact Payment,1234567890123456,-,-,9876543210,-,+441632960961,"03/12/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-12 13:24:16.665446
user70,user27,card,15751,Card Payment,-,02/29,-,9876543210,-,+14155552671,"02/27/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-27 13:24:16.665446
user10,user22,neft,6762,NEFT Transfer,-,02/29,111,9876543210,-,1234567890,"03/15/2025, 01:24:16 PM",False,[],2025-03-15 13:24:16.665446
user28,user49,card,15357,Contact Payment,-,-,111,-,-,+14155552671,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.665446
user18,user92,neft,15708,NEFT Transfer,1234567890123456,02/29,111,-,SBIN1234567,+441632960961,"02/22/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-22 13:24:16.665446
user7,user27,card,17510,Contact Payment,-,-,111,-,SBIN1234567,+14155552671,"02/25/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-25 13:24:16.665446
user64,user65,neft,17343,Contact Payment,1234567890123456,02/29,111,-,-,+14155552671,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.665446
user8,user50,contact,4858,Contact Payment,-,02/29,111,9876543210,-,+441632960961,"02/26/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-26 13:24:16.665446
user78,user47,contact,14615,Card Payment,-,02/29,-,9876543210,SBIN1234567,9152251477,"03/08/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-08 13:24:16.665446
user33,user62,card,17483,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,9152251477,"03/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-16 13:24:16.665446
user91,user82,neft,1978,NEFT Transfer,1234567890123456,02/29,111,-,SBIN1234567,+441632960961,"03/05/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-05 13:24:16.665446
user94,user95,contact,10851,Contact Payment,1234567890123456,-,-,9876543210,-,+441632960961,"02/19/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-19 13:24:16.665446
user100,user2,neft,12201,Contact Payment,-,-,-,-,SBIN1234567,+441632960961,"02/28/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-28 13:24:16.665446
user92,user37,card,11790,Contact Payment,-,02/29,111,9876543210,-,+14155552671,"03/09/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-09 13:24:16.665446
user94,user28,neft,2318,NEFT Transfer,1234567890123456,-,-,-,-,+441632960961,"03/11/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-11 13:24:16.665446
user58,user99,neft,6258,NEFT Transfer,-,-,111,-,SBIN1234567,+441632960961,"03/14/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-14 13:24:16.665446
user72,user92,neft,13726,Card Payment,1234567890123456,-,111,-,-,+441632960961,"02/21/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-21 13:24:16.665446
user71,user51,card,11508,Contact Payment,-,-,-,9876543210,-,+14155552671,"02/23/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-23 13:24:16.665446
user36,user33,card,3481,Card Payment,1234567890123456,02/29,111,-,SBIN1234567,+441632960961,"03/11/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-11 13:24:16.665446
user30,user35,contact,10104,NEFT Transfer,-,02/29,111,9876543210,-,+14155552671,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.665446
user88,user15,neft,19053,Contact Payment,1234567890123456,-,-,9876543210,SBIN1234567,9152251477,"03/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-15 13:24:16.665446
user43,user45,neft,2401,Contact Payment,1234567890123456,-,-,-,-,9152251477,"02/15/2025, 01:24:16 PM",False,[],2025-02-15 13:24:16.665446
user78,user71,card,10911,Contact Payment,1234567890123456,-,-,-,SBIN1234567,9152251477,"02/25/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-25 13:24:16.666445
user36,user37,contact,1741,NEFT Transfer,-,02/29,111,9876543210,SBIN1234567,+14155552671,"03/16/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-16 13:24:16.666445
user50,user72,neft,16800,Contact Payment,-,02/29,111,9876543210,-,+14155552671,"03/03/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-03 13:24:16.666445
user39,user83,card,19006,Card Payment,1234567890123456,02/29,-,-,-,1234567890,"02/23/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-23 13:24:16.666445
user38,user32,contact,9519,Contact Payment,-,-,111,-,SBIN1234567,9152251477,"02/21/2025, 01:24:16 PM",False,[],2025-02-21 13:24:16.666445
user81,user4,neft,18576,Card Payment,-,-,111,-,-,+441632960961,"03/04/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-04 13:24:16.666445
user89,user32,contact,18448,NEFT Transfer,-,-,111,-,SBIN1234567,+14155552671,"02/19/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-19 13:24:16.666445
user77,user29,card,3909,Card Payment,-,02/29,111,-,-,+441632960961,"03/12/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-12 13:24:16.666445
user58,user25,neft,7814,NEFT Transfer,-,02/29,-,9876543210,SBIN1234567,+441632960961,"03/03/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-03 13:24:16.666445
user26,user17,contact,4868,NEFT Transfer,-,02/29,111,-,SBIN1234567,1234567890,"03/09/2025, 01:24:16 PM",False,[],2025-03-09 13:24:16.666445
user76,user84,neft,6239,Contact Payment,1234567890123456,-,111,9876543210,SBIN1234567,1234567890,"03/08/2025, 01:24:16 PM",False,[],2025-03-08 13:24:16.666445
user53,user20,card,47397,NEFT Transfer,1234567890123456,02/29,-,-,SBIN1234567,9152251477,"03/07/2025, 01:24:16 PM",True,['High transaction amount'],2025-03-07 13:24:16.666445
user37,user9,card,7953,NEFT Transfer,1234567890123456,02/29,111,9876543210,-,+14155552671,"03/05/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-05 13:24:16.666445
user74,user28,contact,13199,NEFT Transfer,1234567890123456,-,111,9876543210,-,+441632960961,"03/06/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-06 13:24:16.666445
user49,user22,card,12591,Card Payment,1234567890123456,02/29,-,9876543210,-,+441632960961,"02/20/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-20 13:24:16.666445
user49,user86,contact,15679,Card Payment,1234567890123456,-,111,-,SBIN1234567,+441632960961,"02/24/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-24 13:24:16.666445
user67,user74,card,6192,Card Payment,1234567890123456,-,-,-,SBIN1234567,1234567890,"02/25/2025, 01:24:16 PM",False,[],2025-02-25 13:24:16.666445
user40,user16,contact,14932,Card Payment,1234567890123456,02/29,-,9876543210,-,1234567890,"02/18/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-18 13:24:16.666445
user71,user91,contact,2732,Contact Payment,1234567890123456,02/29,-,9876543210,-,+14155552671,"03/09/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-09 13:24:16.666445
user25,user78,card,16348,Contact Payment,1234567890123456,02/29,111,-,SBIN1234567,9152251477,"02/24/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-24 13:24:16.666445
user32,user9,neft,2546,NEFT Transfer,1234567890123456,02/29,111,9876543210,-,+441632960961,"02/21/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-21 13:24:16.666445
user81,user78,card,9850,Card Payment,-,02/29,111,9876543210,SBIN1234567,+14155552671,"02/20/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-20 13:24:16.666445
user38,user41,card,8513,Card Payment,-,02/29,111,-,SBIN1234567,9152251477,"03/13/2025, 01:24:16 PM",False,[],2025-03-13 13:24:16.666445
user21,user87,neft,3709,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"03/10/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-10 13:24:16.666445
user38,user70,card,4046,Contact Payment,1234567890123456,-,-,-,-,+441632960961,"03/16/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-16 13:24:16.666445
user4,user61,card,19939,NEFT Transfer,1234567890123456,-,-,9876543210,-,+441632960961,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.666445
user41,user1,contact,12493,NEFT Transfer,1234567890123456,02/29,111,9876543210,SBIN1234567,+441632960961,"02/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-14 13:24:16.667446
user99,user28,neft,1863,NEFT Transfer,-,-,111,-,SBIN1234567,9152251477,"02/17/2025, 01:24:16 PM",False,[],2025-02-17 13:24:16.667446
user8,user86,contact,9577,NEFT Transfer,-,02/29,111,-,SBIN1234567,+14155552671,"03/13/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-13 13:24:16.667446
user56,user29,card,19062,NEFT Transfer,-,-,111,-,SBIN1234567,+441632960961,"02/25/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-25 13:24:16.667446
